VideoName,ValueExtraversion,ValueAgreeableness,ValueConscientiousness,ValueNeurotisicm,ValueOpenness,ImageName
-R2SZu3SYgM.000.mp4,0.224299065,0.197802198,0.194174757,0.166666667,0.577777778,-R2SZu3SYgM.000_5.jpg
#NAME?,0.504672897,0.582417582,0.572815534,0.458333333,0.622222222,#NAME?
#NAME?,0.504672897,0.582417582,0.572815534,0.458333333,0.622222222,#NAME?
#NAME?,0.504672897,0.582417582,0.572815534,0.458333333,0.622222222,#NAME?
#NAME?,0.504672897,0.582417582,0.572815534,0.458333333,0.622222222,#NAME?
#NAME?,0.504672897,0.582417582,0.572815534,0.458333333,0.622222222,#NAME?
#NAME?,0.448598131,0.56043956,0.59223301,0.677083333,0.622222222,#NAME?
#NAME?,0.448598131,0.56043956,0.59223301,0.677083333,0.622222222,#NAME?
#NAME?,0.448598131,0.56043956,0.59223301,0.677083333,0.622222222,#NAME?
#NAME?,0.448598131,0.56043956,0.59223301,0.677083333,0.622222222,#NAME?
#NAME?,0.448598131,0.56043956,0.59223301,0.677083333,0.622222222,#NAME?
#NAME?,0.504672897,0.384615385,0.553398058,0.40625,0.522222222,#NAME?
#NAME?,0.504672897,0.384615385,0.553398058,0.40625,0.522222222,#NAME?
#NAME?,0.504672897,0.384615385,0.553398058,0.40625,0.522222222,#NAME?
#NAME?,0.504672897,0.384615385,0.553398058,0.40625,0.522222222,#NAME?
#NAME?,0.504672897,0.384615385,0.553398058,0.40625,0.522222222,#NAME?
#NAME?,0.289719626,0.43956044,0.631067961,0.3125,0.4,#NAME?
#NAME?,0.289719626,0.43956044,0.631067961,0.3125,0.4,#NAME?
#NAME?,0.289719626,0.43956044,0.631067961,0.3125,0.4,#NAME?
#NAME?,0.289719626,0.43956044,0.631067961,0.3125,0.4,#NAME?
#NAME?,0.289719626,0.43956044,0.631067961,0.3125,0.4,#NAME?
05l5bteT_qA.001.mp4,0.644859813,0.571428571,0.504854369,0.59375,0.755555556,05l5bteT_qA.001_1.jpg
05l5bteT_qA.001.mp4,0.644859813,0.571428571,0.504854369,0.59375,0.755555556,05l5bteT_qA.001_2.jpg
05l5bteT_qA.001.mp4,0.644859813,0.571428571,0.504854369,0.59375,0.755555556,05l5bteT_qA.001_3.jpg
05l5bteT_qA.001.mp4,0.644859813,0.571428571,0.504854369,0.59375,0.755555556,05l5bteT_qA.001_4.jpg
05l5bteT_qA.001.mp4,0.644859813,0.571428571,0.504854369,0.59375,0.755555556,05l5bteT_qA.001_5.jpg
0axZSeaUbfs.002.mp4,0.373831776,0.395604396,0.291262136,0.375,0.411111111,0axZSeaUbfs.002_1.jpg
0axZSeaUbfs.002.mp4,0.373831776,0.395604396,0.291262136,0.375,0.411111111,0axZSeaUbfs.002_2.jpg
0axZSeaUbfs.002.mp4,0.373831776,0.395604396,0.291262136,0.375,0.411111111,0axZSeaUbfs.002_3.jpg
0axZSeaUbfs.002.mp4,0.373831776,0.395604396,0.291262136,0.375,0.411111111,0axZSeaUbfs.002_4.jpg
0axZSeaUbfs.002.mp4,0.373831776,0.395604396,0.291262136,0.375,0.411111111,0axZSeaUbfs.002_5.jpg
0axZSeaUbfs.005.mp4,0.345794393,0.450549451,0.417475728,0.416666667,0.4,0axZSeaUbfs.005_1.jpg
0axZSeaUbfs.005.mp4,0.345794393,0.450549451,0.417475728,0.416666667,0.4,0axZSeaUbfs.005_2.jpg
0axZSeaUbfs.005.mp4,0.345794393,0.450549451,0.417475728,0.416666667,0.4,0axZSeaUbfs.005_3.jpg
0axZSeaUbfs.005.mp4,0.345794393,0.450549451,0.417475728,0.416666667,0.4,0axZSeaUbfs.005_4.jpg
0axZSeaUbfs.005.mp4,0.345794393,0.450549451,0.417475728,0.416666667,0.4,0axZSeaUbfs.005_5.jpg
0C6i34q2-f8.000.mp4,0.364485981,0.43956044,0.40776699,0.34375,0.455555556,0C6i34q2-f8.000_1.jpg
0C6i34q2-f8.000.mp4,0.364485981,0.43956044,0.40776699,0.34375,0.455555556,0C6i34q2-f8.000_2.jpg
0C6i34q2-f8.000.mp4,0.364485981,0.43956044,0.40776699,0.34375,0.455555556,0C6i34q2-f8.000_3.jpg
0C6i34q2-f8.000.mp4,0.364485981,0.43956044,0.40776699,0.34375,0.455555556,0C6i34q2-f8.000_4.jpg
0C6i34q2-f8.000.mp4,0.364485981,0.43956044,0.40776699,0.34375,0.455555556,0C6i34q2-f8.000_5.jpg
0fMw9o1v2tY.001.mp4,0.345794393,0.384615385,0.368932039,0.40625,0.477777778,0fMw9o1v2tY.001_1.jpg
0fMw9o1v2tY.001.mp4,0.345794393,0.384615385,0.368932039,0.40625,0.477777778,0fMw9o1v2tY.001_2.jpg
0fMw9o1v2tY.001.mp4,0.345794393,0.384615385,0.368932039,0.40625,0.477777778,0fMw9o1v2tY.001_3.jpg
0fMw9o1v2tY.001.mp4,0.345794393,0.384615385,0.368932039,0.40625,0.477777778,0fMw9o1v2tY.001_4.jpg
0fMw9o1v2tY.001.mp4,0.345794393,0.384615385,0.368932039,0.40625,0.477777778,0fMw9o1v2tY.001_5.jpg
0FVu7VKIg2s.000.mp4,0.392523364,0.483516484,0.417475728,0.489583333,0.5,0FVu7VKIg2s.000_1.jpg
0FVu7VKIg2s.000.mp4,0.392523364,0.483516484,0.417475728,0.489583333,0.5,0FVu7VKIg2s.000_2.jpg
0FVu7VKIg2s.000.mp4,0.392523364,0.483516484,0.417475728,0.489583333,0.5,0FVu7VKIg2s.000_3.jpg
0FVu7VKIg2s.000.mp4,0.392523364,0.483516484,0.417475728,0.489583333,0.5,0FVu7VKIg2s.000_4.jpg
0FVu7VKIg2s.000.mp4,0.392523364,0.483516484,0.417475728,0.489583333,0.5,0FVu7VKIg2s.000_5.jpg
0gv5Z0qt2jc.000.mp4,0.14953271,0.252747253,0.291262136,0.260416667,0.311111111,0gv5Z0qt2jc.000_1.jpg
0gv5Z0qt2jc.000.mp4,0.14953271,0.252747253,0.291262136,0.260416667,0.311111111,0gv5Z0qt2jc.000_2.jpg
0gv5Z0qt2jc.000.mp4,0.14953271,0.252747253,0.291262136,0.260416667,0.311111111,0gv5Z0qt2jc.000_3.jpg
0gv5Z0qt2jc.000.mp4,0.14953271,0.252747253,0.291262136,0.260416667,0.311111111,0gv5Z0qt2jc.000_4.jpg
0gv5Z0qt2jc.000.mp4,0.14953271,0.252747253,0.291262136,0.260416667,0.311111111,0gv5Z0qt2jc.000_5.jpg
0gv5Z0qt2jc.005.mp4,0.224299065,0.164835165,0.310679612,0.28125,0.366666667,0gv5Z0qt2jc.005_1.jpg
0gv5Z0qt2jc.005.mp4,0.224299065,0.164835165,0.310679612,0.28125,0.366666667,0gv5Z0qt2jc.005_2.jpg
0gv5Z0qt2jc.005.mp4,0.224299065,0.164835165,0.310679612,0.28125,0.366666667,0gv5Z0qt2jc.005_3.jpg
0gv5Z0qt2jc.005.mp4,0.224299065,0.164835165,0.310679612,0.28125,0.366666667,0gv5Z0qt2jc.005_4.jpg
0gv5Z0qt2jc.005.mp4,0.224299065,0.164835165,0.310679612,0.28125,0.366666667,0gv5Z0qt2jc.005_5.jpg
0iXXdsO95O0.000.mp4,0.560747664,0.747252747,0.611650485,0.541666667,0.533333333,0iXXdsO95O0.000_1.jpg
0iXXdsO95O0.000.mp4,0.560747664,0.747252747,0.611650485,0.541666667,0.533333333,0iXXdsO95O0.000_2.jpg
0iXXdsO95O0.000.mp4,0.560747664,0.747252747,0.611650485,0.541666667,0.533333333,0iXXdsO95O0.000_3.jpg
0iXXdsO95O0.000.mp4,0.560747664,0.747252747,0.611650485,0.541666667,0.533333333,0iXXdsO95O0.000_4.jpg
0iXXdsO95O0.000.mp4,0.560747664,0.747252747,0.611650485,0.541666667,0.533333333,0iXXdsO95O0.000_5.jpg
0kg6pmbSN6A.000.mp4,0.242990654,0.351648352,0.281553398,0.197916667,0.266666667,0kg6pmbSN6A.000_1.jpg
0kg6pmbSN6A.000.mp4,0.242990654,0.351648352,0.281553398,0.197916667,0.266666667,0kg6pmbSN6A.000_2.jpg
0kg6pmbSN6A.000.mp4,0.242990654,0.351648352,0.281553398,0.197916667,0.266666667,0kg6pmbSN6A.000_3.jpg
0kg6pmbSN6A.000.mp4,0.242990654,0.351648352,0.281553398,0.197916667,0.266666667,0kg6pmbSN6A.000_4.jpg
0kg6pmbSN6A.000.mp4,0.242990654,0.351648352,0.281553398,0.197916667,0.266666667,0kg6pmbSN6A.000_5.jpg
0kg6pmbSN6A.005.mp4,0.392523364,0.472527473,0.417475728,0.375,0.544444444,0kg6pmbSN6A.005_1.jpg
0kg6pmbSN6A.005.mp4,0.392523364,0.472527473,0.417475728,0.375,0.544444444,0kg6pmbSN6A.005_2.jpg
0kg6pmbSN6A.005.mp4,0.392523364,0.472527473,0.417475728,0.375,0.544444444,0kg6pmbSN6A.005_3.jpg
0kg6pmbSN6A.005.mp4,0.392523364,0.472527473,0.417475728,0.375,0.544444444,0kg6pmbSN6A.005_4.jpg
0kg6pmbSN6A.005.mp4,0.392523364,0.472527473,0.417475728,0.375,0.544444444,0kg6pmbSN6A.005_5.jpg
0tse0Fsy_rg.001.mp4,0.317757009,0.32967033,0.262135922,0.4375,0.355555556,0tse0Fsy_rg.001_1.jpg
0tse0Fsy_rg.001.mp4,0.317757009,0.32967033,0.262135922,0.4375,0.355555556,0tse0Fsy_rg.001_2.jpg
0tse0Fsy_rg.001.mp4,0.317757009,0.32967033,0.262135922,0.4375,0.355555556,0tse0Fsy_rg.001_3.jpg
0tse0Fsy_rg.001.mp4,0.317757009,0.32967033,0.262135922,0.4375,0.355555556,0tse0Fsy_rg.001_4.jpg
0tse0Fsy_rg.001.mp4,0.317757009,0.32967033,0.262135922,0.4375,0.355555556,0tse0Fsy_rg.001_5.jpg
0tse0Fsy_rg.002.mp4,0.327102804,0.417582418,0.300970874,0.260416667,0.422222222,0tse0Fsy_rg.002_1.jpg
0tse0Fsy_rg.002.mp4,0.327102804,0.417582418,0.300970874,0.260416667,0.422222222,0tse0Fsy_rg.002_2.jpg
0tse0Fsy_rg.002.mp4,0.327102804,0.417582418,0.300970874,0.260416667,0.422222222,0tse0Fsy_rg.002_3.jpg
0tse0Fsy_rg.002.mp4,0.327102804,0.417582418,0.300970874,0.260416667,0.422222222,0tse0Fsy_rg.002_4.jpg
0tse0Fsy_rg.002.mp4,0.327102804,0.417582418,0.300970874,0.260416667,0.422222222,0tse0Fsy_rg.002_5.jpg
0tse0Fsy_rg.004.mp4,0.299065421,0.296703297,0.27184466,0.260416667,0.377777778,0tse0Fsy_rg.004_1.jpg
0tse0Fsy_rg.004.mp4,0.299065421,0.296703297,0.27184466,0.260416667,0.377777778,0tse0Fsy_rg.004_2.jpg
0tse0Fsy_rg.004.mp4,0.299065421,0.296703297,0.27184466,0.260416667,0.377777778,0tse0Fsy_rg.004_3.jpg
0tse0Fsy_rg.004.mp4,0.299065421,0.296703297,0.27184466,0.260416667,0.377777778,0tse0Fsy_rg.004_4.jpg
0tse0Fsy_rg.004.mp4,0.299065421,0.296703297,0.27184466,0.260416667,0.377777778,0tse0Fsy_rg.004_5.jpg
0u56Q_QmxIM.002.mp4,0.336448598,0.56043956,0.825242718,0.53125,0.566666667,0u56Q_QmxIM.002_1.jpg
0u56Q_QmxIM.002.mp4,0.336448598,0.56043956,0.825242718,0.53125,0.566666667,0u56Q_QmxIM.002_2.jpg
0u56Q_QmxIM.002.mp4,0.336448598,0.56043956,0.825242718,0.53125,0.566666667,0u56Q_QmxIM.002_3.jpg
0u56Q_QmxIM.002.mp4,0.336448598,0.56043956,0.825242718,0.53125,0.566666667,0u56Q_QmxIM.002_4.jpg
0u56Q_QmxIM.002.mp4,0.336448598,0.56043956,0.825242718,0.53125,0.566666667,0u56Q_QmxIM.002_5.jpg
0uCqd5hZcyI.005.mp4,0.448598131,0.450549451,0.660194175,0.572916667,0.688888889,0uCqd5hZcyI.005_1.jpg
0uCqd5hZcyI.005.mp4,0.448598131,0.450549451,0.660194175,0.572916667,0.688888889,0uCqd5hZcyI.005_2.jpg
0uCqd5hZcyI.005.mp4,0.448598131,0.450549451,0.660194175,0.572916667,0.688888889,0uCqd5hZcyI.005_3.jpg
0uCqd5hZcyI.005.mp4,0.448598131,0.450549451,0.660194175,0.572916667,0.688888889,0uCqd5hZcyI.005_4.jpg
0uCqd5hZcyI.005.mp4,0.448598131,0.450549451,0.660194175,0.572916667,0.688888889,0uCqd5hZcyI.005_5.jpg
0Wr69VD_oXI.004.mp4,0.579439252,0.692307692,0.572815534,0.614583333,0.677777778,0Wr69VD_oXI.004_1.jpg
0Wr69VD_oXI.004.mp4,0.579439252,0.692307692,0.572815534,0.614583333,0.677777778,0Wr69VD_oXI.004_2.jpg
0Wr69VD_oXI.004.mp4,0.579439252,0.692307692,0.572815534,0.614583333,0.677777778,0Wr69VD_oXI.004_3.jpg
0Wr69VD_oXI.004.mp4,0.579439252,0.692307692,0.572815534,0.614583333,0.677777778,0Wr69VD_oXI.004_4.jpg
0Wr69VD_oXI.004.mp4,0.579439252,0.692307692,0.572815534,0.614583333,0.677777778,0Wr69VD_oXI.004_5.jpg
0_xOGmydDN0.002.mp4,0.46728972,0.395604396,0.427184466,0.395833333,0.533333333,0_xOGmydDN0.002_1.jpg
0_xOGmydDN0.002.mp4,0.46728972,0.395604396,0.427184466,0.395833333,0.533333333,0_xOGmydDN0.002_2.jpg
0_xOGmydDN0.002.mp4,0.46728972,0.395604396,0.427184466,0.395833333,0.533333333,0_xOGmydDN0.002_3.jpg
0_xOGmydDN0.002.mp4,0.46728972,0.395604396,0.427184466,0.395833333,0.533333333,0_xOGmydDN0.002_4.jpg
0_xOGmydDN0.002.mp4,0.46728972,0.395604396,0.427184466,0.395833333,0.533333333,0_xOGmydDN0.002_5.jpg
184MlJCcboQ.000.mp4,0.626168224,0.483516484,0.563106796,0.510416667,0.633333333,184MlJCcboQ.000_1.jpg
184MlJCcboQ.000.mp4,0.626168224,0.483516484,0.563106796,0.510416667,0.633333333,184MlJCcboQ.000_2.jpg
184MlJCcboQ.000.mp4,0.626168224,0.483516484,0.563106796,0.510416667,0.633333333,184MlJCcboQ.000_3.jpg
184MlJCcboQ.000.mp4,0.626168224,0.483516484,0.563106796,0.510416667,0.633333333,184MlJCcboQ.000_4.jpg
184MlJCcboQ.000.mp4,0.626168224,0.483516484,0.563106796,0.510416667,0.633333333,184MlJCcboQ.000_5.jpg
1AMp8Y_0UGc.000.mp4,0.560747664,0.626373626,0.475728155,0.635416667,0.677777778,1AMp8Y_0UGc.000_1.jpg
1AMp8Y_0UGc.000.mp4,0.560747664,0.626373626,0.475728155,0.635416667,0.677777778,1AMp8Y_0UGc.000_2.jpg
1AMp8Y_0UGc.000.mp4,0.560747664,0.626373626,0.475728155,0.635416667,0.677777778,1AMp8Y_0UGc.000_3.jpg
1AMp8Y_0UGc.000.mp4,0.560747664,0.626373626,0.475728155,0.635416667,0.677777778,1AMp8Y_0UGc.000_4.jpg
1AMp8Y_0UGc.000.mp4,0.560747664,0.626373626,0.475728155,0.635416667,0.677777778,1AMp8Y_0UGc.000_5.jpg
1cqwKxx6GF8.001.mp4,0.345794393,0.549450549,0.40776699,0.364583333,0.522222222,1cqwKxx6GF8.001_1.jpg
1cqwKxx6GF8.001.mp4,0.345794393,0.549450549,0.40776699,0.364583333,0.522222222,1cqwKxx6GF8.001_2.jpg
1cqwKxx6GF8.001.mp4,0.345794393,0.549450549,0.40776699,0.364583333,0.522222222,1cqwKxx6GF8.001_3.jpg
1cqwKxx6GF8.001.mp4,0.345794393,0.549450549,0.40776699,0.364583333,0.522222222,1cqwKxx6GF8.001_4.jpg
1cqwKxx6GF8.001.mp4,0.345794393,0.549450549,0.40776699,0.364583333,0.522222222,1cqwKxx6GF8.001_5.jpg
1cqwKxx6GF8.004.mp4,0.523364486,0.549450549,0.417475728,0.510416667,0.522222222,1cqwKxx6GF8.004_1.jpg
1cqwKxx6GF8.004.mp4,0.523364486,0.549450549,0.417475728,0.510416667,0.522222222,1cqwKxx6GF8.004_2.jpg
1cqwKxx6GF8.004.mp4,0.523364486,0.549450549,0.417475728,0.510416667,0.522222222,1cqwKxx6GF8.004_3.jpg
1cqwKxx6GF8.004.mp4,0.523364486,0.549450549,0.417475728,0.510416667,0.522222222,1cqwKxx6GF8.004_4.jpg
1cqwKxx6GF8.004.mp4,0.523364486,0.549450549,0.417475728,0.510416667,0.522222222,1cqwKxx6GF8.004_5.jpg
1CYzbX8AaP8.001.mp4,0.317757009,0.626373626,0.388349515,0.541666667,0.566666667,1CYzbX8AaP8.001_1.jpg
1CYzbX8AaP8.001.mp4,0.317757009,0.626373626,0.388349515,0.541666667,0.566666667,1CYzbX8AaP8.001_2.jpg
1CYzbX8AaP8.001.mp4,0.317757009,0.626373626,0.388349515,0.541666667,0.566666667,1CYzbX8AaP8.001_3.jpg
1CYzbX8AaP8.001.mp4,0.317757009,0.626373626,0.388349515,0.541666667,0.566666667,1CYzbX8AaP8.001_4.jpg
1CYzbX8AaP8.001.mp4,0.317757009,0.626373626,0.388349515,0.541666667,0.566666667,1CYzbX8AaP8.001_5.jpg
1CYzbX8AaP8.003.mp4,0.373831776,0.538461538,0.32038835,0.489583333,0.433333333,1CYzbX8AaP8.003_1.jpg
1CYzbX8AaP8.003.mp4,0.373831776,0.538461538,0.32038835,0.489583333,0.433333333,1CYzbX8AaP8.003_2.jpg
1CYzbX8AaP8.003.mp4,0.373831776,0.538461538,0.32038835,0.489583333,0.433333333,1CYzbX8AaP8.003_3.jpg
1CYzbX8AaP8.003.mp4,0.373831776,0.538461538,0.32038835,0.489583333,0.433333333,1CYzbX8AaP8.003_4.jpg
1CYzbX8AaP8.003.mp4,0.373831776,0.538461538,0.32038835,0.489583333,0.433333333,1CYzbX8AaP8.003_5.jpg
1DCnIad1Y0w.002.mp4,0.14953271,0.362637363,0.310679612,0.197916667,0.277777778,1DCnIad1Y0w.002_1.jpg
1DCnIad1Y0w.002.mp4,0.14953271,0.362637363,0.310679612,0.197916667,0.277777778,1DCnIad1Y0w.002_2.jpg
1DCnIad1Y0w.002.mp4,0.14953271,0.362637363,0.310679612,0.197916667,0.277777778,1DCnIad1Y0w.002_3.jpg
1DCnIad1Y0w.002.mp4,0.14953271,0.362637363,0.310679612,0.197916667,0.277777778,1DCnIad1Y0w.002_4.jpg
1DCnIad1Y0w.002.mp4,0.14953271,0.362637363,0.310679612,0.197916667,0.277777778,1DCnIad1Y0w.002_5.jpg
1eOvtoZCie8.002.mp4,0.598130841,0.67032967,0.59223301,0.572916667,0.655555556,1eOvtoZCie8.002_1.jpg
1eOvtoZCie8.002.mp4,0.598130841,0.67032967,0.59223301,0.572916667,0.655555556,1eOvtoZCie8.002_2.jpg
1eOvtoZCie8.002.mp4,0.598130841,0.67032967,0.59223301,0.572916667,0.655555556,1eOvtoZCie8.002_3.jpg
1eOvtoZCie8.002.mp4,0.598130841,0.67032967,0.59223301,0.572916667,0.655555556,1eOvtoZCie8.002_4.jpg
1eOvtoZCie8.002.mp4,0.598130841,0.67032967,0.59223301,0.572916667,0.655555556,1eOvtoZCie8.002_5.jpg
1eOvtoZCie8.005.mp4,0.635514019,0.615384615,0.572815534,0.614583333,0.766666667,1eOvtoZCie8.005_1.jpg
1eOvtoZCie8.005.mp4,0.635514019,0.615384615,0.572815534,0.614583333,0.766666667,1eOvtoZCie8.005_2.jpg
1eOvtoZCie8.005.mp4,0.635514019,0.615384615,0.572815534,0.614583333,0.766666667,1eOvtoZCie8.005_3.jpg
1eOvtoZCie8.005.mp4,0.635514019,0.615384615,0.572815534,0.614583333,0.766666667,1eOvtoZCie8.005_4.jpg
1eOvtoZCie8.005.mp4,0.635514019,0.615384615,0.572815534,0.614583333,0.766666667,1eOvtoZCie8.005_5.jpg
1hpZ2ecWqtI.002.mp4,0.570093458,0.472527473,0.466019417,0.458333333,0.555555556,1hpZ2ecWqtI.002_1.jpg
1hpZ2ecWqtI.002.mp4,0.570093458,0.472527473,0.466019417,0.458333333,0.555555556,1hpZ2ecWqtI.002_2.jpg
1hpZ2ecWqtI.002.mp4,0.570093458,0.472527473,0.466019417,0.458333333,0.555555556,1hpZ2ecWqtI.002_3.jpg
1hpZ2ecWqtI.002.mp4,0.570093458,0.472527473,0.466019417,0.458333333,0.555555556,1hpZ2ecWqtI.002_4.jpg
1hpZ2ecWqtI.002.mp4,0.570093458,0.472527473,0.466019417,0.458333333,0.555555556,1hpZ2ecWqtI.002_5.jpg
1hpZ2ecWqtI.005.mp4,0.644859813,0.549450549,0.378640777,0.479166667,0.522222222,1hpZ2ecWqtI.005_1.jpg
1hpZ2ecWqtI.005.mp4,0.644859813,0.549450549,0.378640777,0.479166667,0.522222222,1hpZ2ecWqtI.005_2.jpg
1hpZ2ecWqtI.005.mp4,0.644859813,0.549450549,0.378640777,0.479166667,0.522222222,1hpZ2ecWqtI.005_3.jpg
1hpZ2ecWqtI.005.mp4,0.644859813,0.549450549,0.378640777,0.479166667,0.522222222,1hpZ2ecWqtI.005_4.jpg
1hpZ2ecWqtI.005.mp4,0.644859813,0.549450549,0.378640777,0.479166667,0.522222222,1hpZ2ecWqtI.005_5.jpg
1izSTcQI7H4.000.mp4,0.439252336,0.67032967,0.601941748,0.520833333,0.533333333,1izSTcQI7H4.000_1.jpg
1izSTcQI7H4.000.mp4,0.439252336,0.67032967,0.601941748,0.520833333,0.533333333,1izSTcQI7H4.000_2.jpg
1izSTcQI7H4.000.mp4,0.439252336,0.67032967,0.601941748,0.520833333,0.533333333,1izSTcQI7H4.000_3.jpg
1izSTcQI7H4.000.mp4,0.439252336,0.67032967,0.601941748,0.520833333,0.533333333,1izSTcQI7H4.000_4.jpg
1izSTcQI7H4.000.mp4,0.439252336,0.67032967,0.601941748,0.520833333,0.533333333,1izSTcQI7H4.000_5.jpg
1izSTcQI7H4.004.mp4,0.23364486,0.648351648,0.242718447,0.40625,0.433333333,1izSTcQI7H4.004_1.jpg
1izSTcQI7H4.004.mp4,0.23364486,0.648351648,0.242718447,0.40625,0.433333333,1izSTcQI7H4.004_2.jpg
1izSTcQI7H4.004.mp4,0.23364486,0.648351648,0.242718447,0.40625,0.433333333,1izSTcQI7H4.004_3.jpg
